SITE_ID,NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,REP_AREA,GIS_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,geometry_type,geometry
36420,Farin Ruwa,Forest Reserve,National,Not Reported,0.0,206.365348173203,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((10.340720000000033 11.07922000000002, 10.343000000000075 11.074060000000031, 10.344820000000027 11.068360000000041, 10.346470000000068 11.06272000000007, 10.34853000000004 11.056740000000048, 10.350730000000055 11.049830000000043, 10.35292000000004 11.042820000000063, 10.354430000000036 11.037630000000036, 10.356310000000065 11.032230000000027, 10.35826000000003 11.026180000000068, 10.359800000000064 11.020260000000064, 10.361380000000054 11.01553000000007, 10.36283000000003 11.011730000000057, 10.363510000000076 11.008740000000046, 10.363770000000045 11.006200000000035, 10.364130000000046 11.00067000000007, 10.36432000000002 10.999740000000031, 10.36220000000003 10.995900000000063, 10.36131000000006 10.992910000000052, 10.359720000000038 10.989850000000047, 10.356560000000059 10.987100000000055, 10.351480000000038 10.984880000000032, 10.346230000000048 10.982710000000054, 10.340110000000038 10.980540000000076, 10.333050000000071 10.978270000000066, 10.326460000000054 10.976800000000026, 10.31749000000002 10.97580000000005, 10.308400000000063 10.97556000000003, 10.30048000000005 10.976280000000031, 10.294370000000072 10.977640000000065, 10.288320000000056 10.978820000000042, 10.276720000000068 10.97703000000007, 10.270790000000034 10.977630000000033, 10.26544000000007 10.980030000000056, 10.259800000000041 10.982710000000054, 10.254620000000045 10.984750000000076, 10.244790000000023 10.985140000000058, 10.238210000000038 10.98667000000006, 10.231760000000065 10.989300000000071, 10.22625000000005 10.993250000000046, 10.222470000000044 10.996440000000064, 10.222020000000043 10.999820000000057, 10.211220000000026 11.017890000000023, 10.199380000000076 11.039650000000051, 10.191990000000033 11.051400000000058, 10.190580000000068 11.057100000000048, 10.188820000000021 11.061930000000075, 10.188180000000045 11.066540000000032, 10.187890000000039 11.070980000000077, 10.188540000000046 11.075320000000033, 10.190130000000067 11.078810000000033, 10.192260000000033 11.081320000000062, 10.196900000000028 11.08391000000006, 10.202710000000025 11.086170000000038, 10.207820000000027 11.088020000000029, 10.217080000000067 11.091130000000021, 10.220620000000054 11.092100000000073, 10.223310000000026 11.092300000000023, 10.22625000000005 11.090890000000059, 10.231190000000026 11.088180000000023, 10.236960000000067 11.084550000000036, 10.241970000000038 11.080970000000036, 10.24622000000005 11.078190000000063, 10.250090000000057 11.076850000000036, 10.254230000000064 11.077120000000036, 10.265430000000038 11.08251000000007, 10.269250000000056 11.085790000000031, 10.272610000000043 11.088140000000067, 10.27508000000006 11.091170000000034, 10.275680000000023 11.094290000000058, 10.276000000000067 11.097250000000031, 10.277840000000026 11.099980000000073, 10.279680000000042 11.101620000000025, 10.281900000000064 11.102050000000077, 10.285340000000076 11.10221000000007, 10.289420000000064 11.102530000000058, 10.291330000000073 11.104120000000023, 10.294140000000027 11.113050000000044, 10.295560000000023 11.116300000000024, 10.296590000000037 11.118040000000065, 10.298560000000066 11.11928000000006, 10.302470000000028 11.119490000000042, 10.307440000000042 11.118800000000022, 10.313300000000027 11.117830000000026, 10.316700000000026 11.117350000000044, 10.32069000000007 11.11578000000003, 10.32370000000003 11.113330000000076, 10.329860000000053 11.101910000000032, 10.333260000000053 11.095830000000035, 10.338720000000023 11.08382000000006, 10.340720000000033 11.07922000000002)))"
36369,Fatika,Forest Reserve,National,Not Reported,0.0,54.1537074994876,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((7.344590000000039 11.060250000000053, 7.341780000000028 11.059720000000027, 7.338930000000062 11.060580000000073, 7.335540000000037 11.063360000000046, 7.333410000000072 11.065300000000036, 7.332180000000051 11.068270000000041, 7.33146000000005 11.073200000000043, 7.329520000000059 11.084960000000024, 7.327940000000069 11.091000000000065, 7.326540000000023 11.097380000000044, 7.319920000000025 11.112120000000061, 7.317500000000052 11.11707000000007, 7.312220000000025 11.12531000000007, 7.310180000000059 11.12829000000005, 7.3090100000000575 11.131320000000073, 7.308820000000026 11.134090000000072, 7.310230000000047 11.137190000000032, 7.312570000000051 11.140730000000076, 7.315410000000043 11.145350000000064, 7.3178400000000465 11.150220000000047, 7.3189100000000735 11.154420000000073, 7.319160000000068 11.158110000000022, 7.319190000000049 11.162850000000049, 7.319770000000062 11.16578000000004, 7.321100000000058 11.168190000000038, 7.324340000000063 11.169280000000072, 7.329520000000059 11.17121000000003, 7.335120001000064 11.173880000000054, 7.349000000000046 11.181480000000022, 7.354160000000036 11.182200000000023, 7.35695000000004 11.181860000000029, 7.356900000000053 11.176030000000026, 7.356960000000072 11.169910000000073, 7.358430000000055 11.160980000000052, 7.358180000000061 11.157060000000058, 7.356990000000053 11.15315000000004, 7.355330000000038 11.148450000000025, 7.354430000000036 11.144070000000056, 7.354470000000049 11.140370000000075, 7.355800000000045 11.136480000000063, 7.357650000000035 11.132280000000037, 7.358630000000062 11.128460000000075, 7.35931000000005 11.124510000000043, 7.361170000000072 11.120720000000063, 7.36525000000006 11.11089000000004, 7.366980000000069 11.10653000000002, 7.368010000000027 11.102290000000039, 7.3680400000000645 11.097900000000038, 7.367660000000058 11.093110000000024, 7.365900000000067 11.083320000000072, 7.364660000000072 11.07988000000006, 7.362330000000043 11.07692000000003, 7.3595000000000255 11.072580000000073, 7.357500000000073 11.068740000000048, 7.356320000000039 11.065360000000055, 7.354290000000049 11.062960000000032, 7.34898000000004 11.060520000000054, 7.344590000000039 11.060250000000053)))"
36306,Fefeku,Forest Reserve,National,Not Reported,0.0,9.8263790285331,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((8.236050000000034 12.659060000000068, 8.238450000000057 12.658890000000042, 8.241090000000042 12.65894000000003, 8.243550000000027 12.658830000000023, 8.245830000000069 12.658360000000073, 8.24911000000003 12.657490000000053, 8.251220000000046 12.65823000000006, 8.253620000000069 12.658060000000035, 8.255610000000047 12.657480000000021, 8.25690000000003 12.656150000000025, 8.257660000000044 12.653790000000072, 8.257710000000031 12.650520000000029, 8.257180000000062 12.647410000000036, 8.255600000000072 12.645170000000064, 8.25401000000005 12.643620000000055, 8.252720000000068 12.641840000000059, 8.25225000000006 12.639530000000036, 8.251660000000072 12.637810000000059, 8.249900000000025 12.636430000000075, 8.246270000000038 12.635630000000049, 8.241930000000025 12.635060000000067, 8.237420000000043 12.634790000000066, 8.232740000000035 12.634270000000072, 8.228810000000067 12.63417000000004, 8.225360000000023 12.633940000000052, 8.217800000000068 12.632800000000032, 8.215040000000045 12.63286000000005, 8.212060000000065 12.634140000000059, 8.210650000000044 12.635630000000049, 8.210420000000056 12.637540000000058, 8.210720000000038 12.63978000000003, 8.21201000000002 12.642080000000021, 8.214000000000055 12.643800000000056, 8.21723000000003 12.64483000000007, 8.220800000000054 12.645170000000064, 8.224610000000041 12.645680000000027, 8.226780000000076 12.646540000000073, 8.228130000000021 12.649640000000034, 8.228360000000066 12.651830000000075, 8.229070000000036 12.654760000000067, 8.230710000000045 12.657350000000065, 8.232830000000035 12.658610000000067, 8.236050000000034 12.659060000000068)))"
36446,Femari,Forest Reserve,National,Not Reported,0.0,14.626454649742,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((13.173740000000066 11.949640000000045, 13.173520000000053 11.946350000000052, 13.17241000000007 11.943820000000073, 13.168840000000046 11.942950000000053, 13.165170000000046 11.943580000000054, 13.16032000000007 11.944780000000037, 13.15500000000003 11.945520000000045, 13.150100000000066 11.945460000000026, 13.143970000000024 11.945800000000077, 13.13205000000005 11.945950000000039, 13.126330000000053 11.946170000000052, 13.121420000000057 11.946110000000033, 13.116460000000075 11.946390000000065, 13.110740000000021 11.945970000000045, 13.111420000000066 11.95524000000006, 13.112180000000023 11.958230000000071, 13.12683000100003 11.962750000000028, 13.13617000000005 11.964720000000057, 13.140210000000025 11.965360000000032, 13.142420000000072 11.96634000000006, 13.143880000000024 11.967670000000055, 13.144400000000076 11.96951000000007, 13.143120000000067 11.97222000000005, 13.142870000000073 11.974230000000034, 13.143220000000042 11.976240000000075, 13.145330000000058 11.978210000000047, 13.147190000000023 11.978090000000066, 13.14895000000007 11.977230000000077, 13.150700000000029 11.975100000000054, 13.151530000000037 11.972800000000063, 13.15217000000007 11.96986000000004, 13.153630000000021 11.968480000000056, 13.16736000000003 11.961080000000038, 13.174900000000036 11.956540000000075, 13.173740000000066 11.949640000000045)))"
36616,Feri,Forest Reserve,National,Not Reported,0.0,5.89181446712466,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((10.404660000000035 11.331350000000043, 10.400460000000066 11.331010000000049, 10.397540000000049 11.331390000000056, 10.395420000000058 11.33251000000007, 10.394520000000057 11.33453000000003, 10.395170000000064 11.337710000000072, 10.396650000000022 11.341820000000041, 10.39922000000007 11.345540000000028, 10.402150000000063 11.349550000000022, 10.405260000000055 11.353170000000034, 10.409070000000042 11.356850000000065, 10.414790000000039 11.36211000000003, 10.416530000000023 11.363390000000038, 10.418320000000051 11.364220000000046, 10.419860000000028 11.363320000000044, 10.419250000000034 11.360430000000065, 10.418300000000045 11.356610000000046, 10.41802000000007 11.351880000000051, 10.418130000000076 11.347140000000024, 10.41847000000007 11.343680000000063, 10.418620000000033 11.340860000000077, 10.418420000000026 11.338270000000023, 10.417620000000056 11.336470000000077, 10.415770000000066 11.335350000000062, 10.412510000000054 11.334500000000048, 10.409830001000046 11.333440000000053, 10.407340000000033 11.332130000000063, 10.404660000000035 11.331350000000043)))"
36244,Finukunu,Forest Reserve,National,Not Reported,0.0,68.356646930616,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((11.790640000000053 12.621150000000057, 11.790040000000033 12.614250000000027, 11.789050000000032 12.607920000000036, 11.788630000000069 12.60298000000006, 11.78594000000004 12.593030000000056, 11.78436000000005 12.589920000000063, 11.781550000000038 12.586410000000058, 11.776760000000024 12.582680000000039, 11.773540000000025 12.581410000000062, 11.769570000000044 12.58158000000003, 11.765550000000076 12.580890000000068, 11.762150000000076 12.579350000000034, 11.759760000000028 12.577730000000031, 11.753510000000063 12.576700000000073, 11.740200000000073 12.575270000000046, 11.73213000000004 12.575040000000058, 11.726290000000063 12.574710000000039, 11.723140000000058 12.571720000000028, 11.72231000000005 12.567630000000065, 11.721030000000042 12.562860000000057, 11.719630000000052 12.559750000000065, 11.719210000000032 12.557680000000062, 11.720080000000053 12.553080000000023, 11.720250000000021 12.549390000000074, 11.720250000000021 12.546340000000043, 11.719140000000039 12.544100000000071, 11.715460000000064 12.540540000000021, 11.711190000000045 12.537320000000022, 11.706170000000043 12.533920000000023, 11.703420000000051 12.532950000000028, 11.701260000000048 12.53323000000006, 11.697930000000042 12.534680000000037, 11.693140000000028 12.536980000000028, 11.688420000000065 12.537900000000036, 11.684150000000045 12.53860000000003, 11.677610000000072 12.54015000000004, 11.675290000000075 12.541190000000029, 11.674000000000035 12.543550000000039, 11.673600000000022 12.548960000000022, 11.673780000000022 12.55355000000003, 11.674710000000061 12.557640000000049, 11.677640000000054 12.562530000000038, 11.681730000000073 12.568970000000036, 11.68652000000003 12.574430000000064, 11.692310000000077 12.580760000000055, 11.697040000000072 12.585420000000056, 11.700910000000022 12.590590000000077, 11.703890000000058 12.59513000000004, 11.706350000000043 12.600480000000061, 11.709740000000068 12.606760000000065, 11.712130000000059 12.61238000000003, 11.71646000000004 12.620850000000075, 11.71810000000005 12.622510000000034, 11.720090000000027 12.623090000000047, 11.723420000000033 12.621870000000058, 11.727910000000065 12.619570000000067, 11.732580000000041 12.618700000000047, 11.73720000000003 12.619340000000022, 11.741990000000044 12.621230000000025, 11.750520000000051 12.624850000000038, 11.759510000000034 12.62847000000005, 11.766640000000052 12.631230000000073, 11.77353000000005 12.633470000000045, 11.779720000000054 12.635190000000023, 11.784280000000024 12.636400000000037, 11.788080000000036 12.636970000000076, 11.789240000000063 12.631680000000074, 11.790340000000072 12.625470000000064, 11.790640000000053 12.621150000000057)))"
903107,Foge Islands,Wetland of International Importance (Ramsar Site),International,II,42.29,42.0749913586575,Designated,2008,Not Reported,Joint ownership,Full information available from the Ramsar Sites Information Service (RSIS) website - https://rsis.ramsar.org/ris/1754,polygon,"MULTIPOLYGON (((4.520629883000026 10.494506836000028, 4.520690918000071 10.495483398000033, 4.520874023000033 10.496520996000072, 4.521301270000038 10.497497558000077, 4.521728516000053 10.498291016000053, 4.522521973000039 10.499511719000054, 4.523315430000025 10.50030517600004, 4.524108887000068 10.500915527000075, 4.524902344000054 10.501525879000042, 4.52569580100004 10.50170898500005, 4.536499023000033 10.505676269000048, 4.539672852000024 10.50952148400006, 4.540283203000058 10.513916016000053, 4.539306641000053 10.51647949200003, 4.538879395000038 10.517272949000073, 4.538574219000054 10.517822266000053, 4.538513184000067 10.518310547000056, 4.538330078000058 10.51928711000005, 4.5380859380000516 10.520324707000043, 4.5380859380000516 10.521301270000038, 4.538330078000058 10.522277832000043, 4.538513184000067 10.523315429000036, 4.538879395000038 10.524108887000068, 4.539306641000053 10.525085449000073, 4.540283203000058 10.526123047000056, 4.541076661000034 10.526916504000042, 4.54187011700003 10.52728271500007, 4.542907715000069 10.527893067000036, 4.5437011720000555 10.528076172000056, 4.54467773500005 10.528320313000052, 4.545715332000043 10.52850341800007, 4.5458984380000516 10.52850341800007, 4.548522950000063 10.530273437000062, 4.549011230000076 10.531616211000028, 4.54968261700003 10.533081055000025, 4.550292969000054 10.533874511000022, 4.55108642600004 10.534484863000046, 4.552001954000048 10.535217285000044, 4.552307129000042 10.535522461000028, 4.553283692000036 10.536682129000042, 4.55358886800002 10.53759765600006, 4.554321289000029 10.539123535000044, 4.554870606000065 10.53991699200003, 4.55572509700005 10.540527344000054, 4.556518555000025 10.541076660000044, 4.55749511700003 10.541687012000068, 4.560119629000042 10.54290771500007, 4.5612792970000555 10.543518066000047, 4.562316895000038 10.543701172000056, 4.563171387000068 10.543579102000024, 4.564086915000075 10.54412841800007, 4.564880371000072 10.544311524000022, 4.565917969000054 10.544494629000042, 4.566772461000028 10.544616699000073, 4.567016602000024 10.544799804000036, 4.567321778000064 10.545898438000052, 4.567687989000035 10.546691894000048, 4.568420410000044 10.547790528000064, 4.569396973000039 10.549011231000065, 4.570312500000057 10.549926758000026, 4.571105957000043 10.550476074000073, 4.571899414000029 10.55108642600004, 4.5729980470000555 10.551391601000034, 4.577270508000026 10.55267334000007, 4.578308106000065 10.55389404300007, 4.579528809000067 10.555114746000072, 4.5803222650000635 10.555725098000039, 4.581298828000058 10.556091309000067, 4.582092285000044 10.556274414000029, 4.582092285000044 10.556518555000025, 4.582702637000068 10.557312012000068, 4.5833740240000225 10.558105469000054, 4.584106445000032 10.559326172000056, 4.584899903000064 10.559875489000035, 4.585693359000061 10.56048584000007, 4.58679199300002 10.561096191000047, 4.58709716900006 10.561889648000033, 4.587707519000048 10.562683105000076, 4.588317871000072 10.563476563000052, 4.589416504000042 10.564270019000048, 4.590026856000065 10.564697266000053, 4.59088134700005 10.565307618000077, 4.591918946000021 10.565673828000058, 4.592895508000026 10.565917969000054, 4.593688965000069 10.566528320000032, 4.5944824220000555 10.566894532000049, 4.595520020000038 10.567321777000075, 4.596496582000043 10.567504883000026, 4.597473145000038 10.567504883000026, 4.59851074200003 10.567504883000026, 4.599487305000025 10.567321777000075, 4.600524903000064 10.566894532000049, 4.601501465000069 10.566528320000032, 4.6022949220000555 10.565917969000054, 4.603271484000061 10.564880371000072, 4.603881836000028 10.564086914000029, 4.6044921880000516 10.563110352000024, 4.605285644000048 10.562011718000065, 4.60632324300002 10.56048584000007, 4.606506348000039 10.559509277000075, 4.606689453000058 10.558471679000036, 4.606811523000033 10.55749511700003, 4.606689453000058 10.556091309000067, 4.606506348000039 10.555114746000072, 4.606079102000024 10.554077148000033, 4.605407715000069 10.553100586000028, 4.605285644000048 10.552917481000065, 4.605224609000061 10.552185059000067, 4.605102539000029 10.551330567000036, 4.6049194330000205 10.550292969000054, 4.60437011800002 10.549377442000036, 4.6044921880000516 10.548522949000073, 4.604187012000068 10.547607422000056, 4.604125977000024 10.546875000000057, 4.603881836000028 10.545898438000052, 4.603515625000057 10.544921875000057, 4.603271484000061 10.544494629000042, 4.603088380000031 10.54412841800007, 4.602478028000064 10.543090820000032, 4.602172852000024 10.54077148500005, 4.602111817000036 10.53991699200003, 4.601928711000028 10.538879395000038, 4.601501465000069 10.537902832000043, 4.600891114000035 10.537109375000057, 4.600280762000068 10.53631591800007, 4.599670410000044 10.535522461000028, 4.598876953000058 10.53491210900006, 4.5979003900000635 10.534484863000046, 4.597106934000067 10.534118652000075, 4.596313476000034 10.533874511000022, 4.595520020000038 10.533081055000025, 4.594726562000062 10.532714844000054, 4.591491699000073 10.531127930000025, 4.59069824300002 10.530090332000043, 4.590087891000053 10.529296875000057, 4.5892944330000205 10.528686523000033, 4.588317871000072 10.528320313000052, 4.587524414000029 10.527893067000036, 4.586303711000028 10.527526855000076, 4.5847167970000555 10.52728271500007, 4.583923340000069 10.522705078000058, 4.583618165000075 10.517822266000053, 4.583312989000035 10.516113282000049, 4.5830078130000516 10.515075683000077, 4.578796387000068 10.505310059000067, 4.578491212000074 10.504516601000034, 4.57788086000005 10.503723145000038, 4.577087402000075 10.50280761700003, 4.56671142600004 10.49267578100006, 4.564697266000053 10.485717774000022, 4.564270020000038 10.484497071000021, 4.563720703000058 10.483703613000046, 4.563110352000024 10.48291015600006, 4.562072754000042 10.481872559000067, 4.561096191000047 10.48132324200003, 4.56030273500005 10.480895996000072, 4.5593261720000555 10.480529785000044, 4.558471680000025 10.480285645000038, 4.539123535000044 10.477294922000056, 4.538696289000029 10.477111817000036, 4.538330078000058 10.477111817000036, 4.537719727000024 10.477111817000036, 4.536682129000042 10.477111817000036, 4.535705567000036 10.477111817000036, 4.534729004000042 10.477478028000064, 4.5336914060000595 10.477905273000033, 4.532897949000073 10.47827148400006, 4.532775880000031 10.47827148400006, 4.53210449200003 10.478881836000028, 4.525207520000038 10.483520508000026, 4.524108887000068 10.484497071000021, 4.523498536000034 10.485290527000075, 4.522888184000067 10.48608398500005, 4.522521973000039 10.486877441000047, 4.521972657000049 10.487976075000063, 4.520812988000046 10.492614746000072, 4.520690918000071 10.493530273000033, 4.520629883000026 10.494506836000028)))"
300680,Forest Reserve Name Unknown (NGA) No.1,Forest Reserve,National,Not Reported,0.0,8.15563261103154,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((4.97625000000005 13.545710000000042, 4.972600000000057 13.541230000000041, 4.9689500000000635 13.53726000000006, 4.966180000000065 13.533810000000074, 4.963940000000036 13.531980000000033, 4.960240000000056 13.538720000000069, 4.958250000000021 13.541770000000042, 4.955130000000054 13.543040000000076, 4.944660000000056 13.542590000000075, 4.945730000000026 13.550200000000075, 4.946030000000064 13.555950000000053, 4.947150000000022 13.558880000000045, 4.952510000000075 13.560430000000053, 4.9619200000000205 13.561280000000068, 4.9689200000000255 13.562530000000038, 4.973390000000052 13.561660000000074, 4.9776200000000586 13.55791000000005, 4.980850000000032 13.553990000000056, 4.98108000000002 13.55135000000007, 4.979730000000075 13.548930000000041, 4.97625000000005 13.545710000000042)))"
300690,Forest Reserve Name Unknown (NGA) No.11,Forest Reserve,National,Not Reported,0.0,0.933448786307314,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((9.726220000000069 12.494200000000035, 9.723350000000039 12.493160000000046, 9.720650000000035 12.49332000000004, 9.719010000000026 12.494700000000023, 9.71888000000007 12.497640000000047, 9.720290000000034 12.50058000000007, 9.723210000000051 12.502200000000073, 9.726030000000037 12.502200000000073, 9.729310000000055 12.500540000000058, 9.73019000000005 12.498060000000066, 9.729380000000049 12.495930000000044, 9.726220000000069 12.494200000000035)))"
300691,Forest Reserve Name Unknown (NGA) No.12,Forest Reserve,National,Not Reported,0.0,6.155140908241,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((10.492560000000026 12.40089000000006, 10.489330000000052 12.400310000000047, 10.485940000000028 12.40088000000003, 10.482520000000022 12.404400000000066, 10.480350000000044 12.408890000000042, 10.479170000000067 12.413790000000063, 10.479160000000036 12.41909000000004, 10.480490000000032 12.424920000000043, 10.482760000000042 12.429070000000024, 10.48562000000004 12.432660000000055, 10.48867000000007 12.435140000000047, 10.491250000000036 12.436410000000024, 10.493120000000033 12.436470000000043, 10.495820000000037 12.435490000000073, 10.496700000000033 12.433590000000038, 10.496770000000026 12.429040000000043, 10.496150000000057 12.41802000000007, 10.497099999000056 12.414920000000052, 10.496870000000058 12.410820000000058, 10.496060000000057 12.406150000000025, 10.494430000000023 12.402920000000051, 10.492560000000026 12.40089000000006)))"
300692,Forest Reserve Name Unknown (NGA) No.13,Forest Reserve,National,Not Reported,0.0,1.72386440791529,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((10.038690000000031 12.415540000000021, 10.035470000000032 12.414960000000065, 10.030130000000042 12.416390000000035, 10.025730000000067 12.418860000000052, 10.023970000000077 12.421230000000037, 10.02460000000002 12.423760000000073, 10.026770000000056 12.425850000000025, 10.030160000000024 12.426140000000032, 10.038020000000074 12.424590000000023, 10.03926000000007 12.42390000000006, 10.04102000000006 12.42276000000004, 10.041670000000067 12.420620000000042, 10.040680000000066 12.41751000000005, 10.038690000000031 12.415540000000021)))"
300693,Forest Reserve Name Unknown (NGA) No.14,Forest Reserve,National,Not Reported,0.0,5.93902330167996,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((9.483610000000056 12.305230000000051, 9.480680000000064 12.305160000000058, 9.478800000000035 12.30591000000004, 9.477160000000026 12.307870000000037, 9.479260000000068 12.311450000000036, 9.483060000000023 12.314050000000066, 9.489440000000059 12.317180000000064, 9.495880000000056 12.319960000000037, 9.499160000000074 12.321690000000046, 9.505370000000028 12.324470000000076, 9.511980000000051 12.328000000000031, 9.51678000000004 12.32991000000004, 9.521710000000041 12.33015000000006, 9.525510000000054 12.330570000000023, 9.527510000000063 12.330050000000028, 9.530150000000049 12.327750000000037, 9.529810000000055 12.325200000000052, 9.527410000000032 12.323010000000068, 9.519390000000044 12.319420000000036, 9.510020000000054 12.316410000000076, 9.494500000000073 12.309290000000033, 9.487180000000023 12.306280000000072, 9.483610000000056 12.305230000000051)))"
300694,Forest Reserve Name Unknown (NGA) No.15,Forest Reserve,National,Not Reported,0.0,3.49386705888167,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((9.482980000000055 12.15262000000007, 9.47694000000007 12.151860000000056, 9.474300000000028 12.152150000000063, 9.470660000000066 12.156760000000077, 9.47019000000006 12.158720000000073, 9.47171000000003 12.161610000000053, 9.475570000000062 12.163630000000069, 9.480839999000068 12.164680000000033, 9.486290000000054 12.166250000000048, 9.490390000000048 12.16718000000003, 9.492840000000058 12.167990000000032, 9.495790000000056 12.164240000000063, 9.496500000000026 12.160790000000077, 9.495740000000069 12.158010000000047, 9.493880000000047 12.155410000000074, 9.489950000000022 12.154190000000028, 9.482980000000055 12.15262000000007)))"
300695,Forest Reserve Name Unknown (NGA) No.16,Forest Reserve,National,Not Reported,0.0,1.92571365495318,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((8.373120000000029 12.12489000000005, 8.371420000000057 12.123450000000048, 8.368490000000065 12.123860000000036, 8.366970000000038 12.125770000000045, 8.365620000000035 12.128530000000069, 8.366970000000038 12.130550000000028, 8.372490000000028 12.135780000000068, 8.377820000000042 12.141480000000058, 8.380990000000054 12.14038000000005, 8.382620000000031 12.138250000000028, 8.383320000000026 12.136510000000044, 8.382270000000062 12.134210000000053, 8.37916000000007 12.13047000000006, 8.37593000000004 12.127240000000029, 8.373120000000029 12.12489000000005)))"
300696,Forest Reserve Name Unknown (NGA) No.17,Forest Reserve,National,Not Reported,0.0,0.782002415714969,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((8.420160000000067 12.128840000000025, 8.41805000000005 12.128090000000043, 8.416410000000042 12.12943000000007, 8.413310000000024 12.129950000000065, 8.411200000000065 12.131270000000029, 8.411910000000034 12.133580000000052, 8.412730000000067 12.135830000000055, 8.413610000000062 12.137560000000065, 8.41565999900007 12.138650000000041, 8.417480000000069 12.13784000000004, 8.41900000000004 12.13662000000005, 8.419940000000054 12.133850000000052, 8.420340000000067 12.131090000000029, 8.420160000000067 12.128840000000025)))"
300697,Forest Reserve Name Unknown (NGA) No.18,Forest Reserve,National,Not Reported,0.0,0.99252008589036,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((8.456070000000068 12.120990000000063, 8.454360000000065 12.118980000000022, 8.453070000000025 12.11910000000006, 8.453490000000045 12.121170000000063, 8.452140000000043 12.123710000000074, 8.450560000000053 12.124930000000063, 8.44998000000004 12.128210000000024, 8.451100000000054 12.130110000000059, 8.452860000000044 12.13092000000006, 8.455020000000047 12.13074000000006, 8.456900000000076 12.129930000000058, 8.458770000000072 12.12883000000005, 8.46058000000005 12.127900000000068, 8.46181000000007 12.125940000000071, 8.46058000000005 12.12393000000003, 8.457530000000077 12.12220000000002, 8.456070000000068 12.120990000000063)))"
300699,Forest Reserve Name Unknown (NGA) No.19,Forest Reserve,National,Not Reported,0.0,2.3245102067224,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((10.129580000000033 12.104480000000024, 10.125950000000046 12.104010000000073, 10.124130000000036 12.107470000000035, 10.123350000000073 12.11047000000002, 10.124410000000069 12.113420000000076, 10.129550000000052 12.115500000000054, 10.133780000000058 12.117410000000064, 10.137700000000052 12.117710000000045, 10.140750000000025 12.116620000000069, 10.143330000000049 12.11420000000004, 10.143510000000049 12.112130000000036, 10.142460000000028 12.110040000000026, 10.140310000000056 12.107620000000054, 10.134920000000022 12.105760000000032, 10.129580000000033 12.104480000000024)))"
300681,Forest Reserve Name Unknown (NGA) No.2,Forest Reserve,National,Not Reported,0.0,15.6233229354487,Designated,0,Sub-national ministry or agency,Not Reported,Not Reported,polygon,"MULTIPOLYGON (((4.991860000000031 13.366490000000056, 4.986980000000074 13.365460000000041, 4.985150000000033 13.366160000000036, 4.983680000000049 13.367600000000039, 4.984510000000057 13.370070000000055, 4.98887000000002 13.376630000000034, 4.992590000000064 13.38417000000004, 4.996540000000039 13.391660000000059, 5.000080000000025 13.40473000000003, 5.001910000000066 13.411000000000058, 5.0035100000000625 13.415080000000046, 5.009910000000048 13.408740000000023, 5.017190000000028 13.400660000000073, 5.029000000000053 13.385730000000024, 5.032760000000053 13.379790000000071, 5.035630000000026 13.375520000000051, 5.0328700000000595 13.373620000000074, 5.029630000000054 13.371090000000038, 5.021160000000066 13.368980000000022, 5.011680000000069 13.368300000000033, 5.0016200000000595 13.367170000000044, 4.991860000000031 13.366490000000056)))"
